Estimator,Train_time_sec,Inertia,Iterations,Homogeneity,Completeness,V_measure,ARI,Silhouette
KMeans: TF-IDF,0.029821027153014455,0.181611388991653,7.863841300535,0.010449280682767022,0.008656398653880201,0.009174822224515346,0.017096212486208413,0.00033644577573215033
KMeans: TF-IDF + LSA,0.003606558221549725,10.138307985568712,11.366617790706258,0.004273182457784935,0.01329339416795813,0.006899448998165714,0.008830640564234875,0.0023154280653112534
MiniBatch: TF-IDF + LSA,0.026922290092952942,28.902359171504543,2.0976176963403033,0.10408787894372526,0.05468649101016737,0.08661653965416864,0.09689100427911135,0.004878385191851864
KMeans: Hash + LSA,0.007295362047947256,27.37805070147565,17.98221343439122,0.07788171974787848,0.03313183697016386,0.06283483124273964,0.07883919501204527,0.004196385176833804
MiniBatch: Hash + LSA,0.03300951576694361,24.09591180376172,2.2271057451320084,0.11134508921196974,0.06787668156653917,0.0966160704519692,0.11623427775430861,0.007905393083296993
