Cluster,Initial_feature_1,Initial_feature_2,Final_feature_1,Final_feature_2,Movement_distance
0,0.8769786322848979,1.4952777772967245,0.8981095891950481,2.0181151322727624,0.5232641943591001
1,7.694195196691873,-1.2729993744857242,7.815334561405672,-1.238023288142678,0.12608755806636532
2,4.04109530060173,0.28778888709983363,4.294784969517794,0.9618305727312133,0.7202018064983828
3,2.8111258536603474,-1.717313341713322,2.9176774282076954,-1.5238019851464424,0.220906955886122
